sampling_round,site,date,clade,bee_id,sex,collected_specimen,collected_pollen,id_within_sitebydate,unique_specimen_id,overall_unique_can_assign_w_R,plant_netted_from_famly,plant_netted_from_genus,plant_netted_from_sci_name,notes_pollen_and_or_bee
2,west memorial,5.31.2021,,Colletes,f,y,y,6,JCU2021_90,212,Rosaceae,Physocarpus,Physocarpus capitatus,"small Rosaceae, very likely Physocarpus"
2,west memorial,5.31.2021,,Lasioglossum,f,y,y,7,JCU2021_91,213,Rosaceae,Physocarpus,Physocarpus capitatus,"small Rosaceae, very likely Physocarpus"
2,west memorial,5.31.2021,,Lasioglossum,f,y,y,8,JCU2021_92,214,Rosaceae,Physocarpus,Physocarpus capitatus,"small Rosaceae, very likely Physocarpus"
2,west memorial,5.31.2021,,Lasioglossum,f,y,y,9,JCU2021_93,215,Rosaceae,Physocarpus,Physocarpus capitatus,
2,west memorial,5.31.2021,,Nomada,f,y,y,10,JCU2021_94,216,Asteraceae,Bellis,Bellis perennis,
2,west memorial,5.31.2021,,Sphecodes,f,y,y,11,JCU2021_95,217,Asteraceae,Bellis,Bellis perennis,
2,west memorial,5.31.2021,,Osmia,f,y,y,12,JCU2021_96,218,Fabaceae,Trifolium,Trifolium repens,
2,winona,5.31.2021,,Apis mellifera,f,n,y,1,NA,219,Fabaceae,Trifolium,Trifolium repens,
2,winona,5.31.2021,,Apis mellifera,f,n,y,2,NA,220,Fabaceae,Trifolium,Trifolium repens,
2,winona,5.31.2021,,Apis mellifera,f,n,y,3,NA,221,Fabaceae,Trifolium,Trifolium repens,
2,winona,5.31.2021,,Bombus mixtus,f,n,y,4,NA,222,Fabaceae,Trifolium,Trifolium repens,
2,winona,5.31.2021,,Bombus mixtus,f,n,y,5,NA,223,Fabaceae,Trifolium,Trifolium repens,
2,winona,5.31.2021,,Halictus rubicundus,f,n,y,6,NA,224,Asteraceae,Bellis,Bellis perennis,
3,balaclava,6.3.2021,,Osmia,f,y,y,1,JCU2021_97,225,Fabaceae,Trifolium,Trifolium repens,
3,balaclava,6.3.2021,,Osmia,f,y,y,2,JCU2021_98,226,Fabaceae,Trifolium,Trifolium repens,
3,balaclava,6.3.2021,,Megachile,m,y,y,3,JCU2021_99,227,Fabaceae,Trifolium,Trifolium repens,
3,balaclava,6.3.2021,,Bombus mixtus,f,n,y,4,NA,228,Fabaceae,Trifolium,Trifolium repens,
3,balaclava,6.3.2021,,Bombus ?,f,y,y,5,JCU2021_100,229,Fabaceae,Trifolium,Trifolium repens,
3,balaclava,6.3.2021,,Bombus mixtus,f,n,y,6,NA,230,Fabaceae,Trifolium,Trifolium repens,
3,balaclava,6.3.2021,,Apis mellifera,f,n,y,7,NA,231,Fabaceae,Trifolium,Trifolium repens,
3,balaclava,6.3.2021,,Apis mellifera,f,n,y,8,NA,232,Fabaceae,Trifolium,Trifolium repens,
3,balaclava,6.3.2021,,Bombus flavifrons,f,n,y,9,NA,233,Fabaceae,Trifolium,Trifolium repens,
3,balaclava,6.3.2021,,Bombus flavifrons,f,n,y,10,NA,234,Fabaceae,Trifolium,Trifolium repens,
3,balaclava,6.3.2021,,Lasioglossum,f,y,y,11,JCU2021_101,235,Asteraceae,Hypochaeris,Hypochaeris radicata,
3,balaclava,6.3.2021,,Lasioglossum,f,y,y,12,JCU2021_102,236,Asteraceae,Hypochaeris,Hypochaeris radicata,
3,balaclava,6.3.2021,,Lasioglossum,f,y,y,13,JCU2021_103,237,Asteraceae,Hypochaeris,Hypochaeris radicata,
3,balaclava,6.3.2021,,Lasioglossum,f,y,y,14,JCU2021_104,238,Asteraceae,Hypochaeris,Hypochaeris radicata,
3,balaclava,6.3.2021,,Lasioglossum,f,y,y,15,JCU2021_105,239,Asteraceae,Hypochaeris,Hypochaeris radicata,
3,balaclava,6.3.2021,,Lasioglossum,f,y,y,16,JCU2021_106,240,Asteraceae,Hypochaeris,Hypochaeris radicata,
3,balaclava,6.3.2021,,Lasioglossum,f,y,y,17,JCU2021_107,241,Asteraceae,Hypochaeris,Hypochaeris radicata,
3,balaclava,6.3.2021,,Lasioglossum,f,y,y,18,JCU2021_108,242,Asteraceae,Hypochaeris,Hypochaeris radicata,
3,balaclava,6.3.2021,,Apis mellifera,NA,n,n,NA,NA,243,Fabaceae,Trifolium,Trifolium repens,"duplicate, not collected"
3,bobolink,6.7.2021,,Lasioglossum,f,y,y,1,JCU2021_109,244,Asteraceae,Hypochaeris,Hypochaeris radicata,
3,bobolink,6.7.2021,Syrphidae,Syritta pipiens,m,y,y,2,JCU2021_110,245,Asteraceae,Bellis,Bellis perennis,
3,bobolink,6.7.2021,Syrphidae,Eristalis tenax,m,y,y,3,JCU2021_111,246,Asteraceae,Bellis,Bellis perennis,
3,bobolink,6.7.2021,,Andrena,f,y,y,4,JCU2021_112,247,Asteraceae,Bellis,Bellis perennis,
3,bobolink,6.7.2021,Syrphidae,Eupeodes fumipennis,f,y,y,5,JCU2021_113,248,Asteraceae,Bellis,Bellis perennis,
3,bobolink,6.7.2021,Syrphidae,Eristalis tenax,m,y,y,6,JCU2021_114,249,Asteraceae,Bellis,Bellis perennis,
3,bobolink,6.7.2021,Syrphidae,Meridon equestris,f,y,y,7,JCU2021_115,250,Ranunculaceae,Ranunculus,Ranunculus repens,
3,bobolink,6.7.2021,,Bombus mixtus,m,n,y,8,NA,251,Fabaceae,Trifolium,Trifolium repens,
3,bobolink,6.7.2021,,Bombus mixtus,f,n,y,9,NA,252,Fabaceae,Trifolium,Trifolium repens,
3,bobolink,6.7.2021,,Apis mellifera,f,n,y,10,NA,253,Fabaceae,Trifolium,Trifolium repens,
3,bobolink,6.7.2021,,Apis mellifera,f,n,y,11,NA,254,Fabaceae,Trifolium,Trifolium repens,
3,bobolink,6.7.2021,,Bombus mixtus,m,n,y,12,NA,255,Fabaceae,Trifolium,Trifolium repens,
3,bobolink,6.7.2021,,Bombus mixtus,f,n,y,13,NA,256,Fabaceae,Trifolium,Trifolium repens,
3,china creek,6.7.2021,,Lasioglossum,f,y,y,1,JCU2021_116,257,Ranunculaceae,Ranunculus,Ranunculus repens,
3,china creek,6.7.2021,Syrphidae,Meridon equestris,f,y,y,2,JCU2021_117,258,Ranunculaceae,Ranunculus,Ranunculus repens,
3,china creek,6.7.2021,,Lasioglossum,f,y,y,3,JCU2021_118,259,Ranunculaceae,Ranunculus,Ranunculus repens,
3,china creek,6.7.2021,,Bombus vosnesenskii,f,n,y,4,NA,260,Ranunculaceae,Ranunculus,Ranunculus repens,
3,china creek,6.7.2021,,Nomada,f,y,y,5,JCU2021_119,261,Ranunculaceae,Ranunculus,Ranunculus repens,
3,china creek,6.7.2021,,Bombus vosnesenskii,m,n,y,6,NA,262,Ranunculaceae,Ranunculus,Ranunculus repens,
3,china creek,6.7.2021,,Nomada,f,y,y,7,JCU2021_120,263,Ranunculaceae,Ranunculus,Ranunculus repens,
3,china creek,6.7.2021,,Bombus impatiens,f,n,y,8,NA,264,Ranunculaceae,Ranunculus,Ranunculus repens,
3,china creek,6.7.2021,Syrphidae,Meridon equestris,f,y,y,9,JCU2021_121,265,Ranunculaceae,Ranunculus,Ranunculus repens,
3,china creek,6.7.2021,,Apis mellifera,f,n,y,10,NA,266,Ranunculaceae,Ranunculus,Ranunculus repens,
3,china creek,6.7.2021,,Lasioglossum,f,y,y,11,JCU2021_122,267,Ranunculaceae,Ranunculus,Ranunculus repens,
3,china creek,6.7.2021,,Nomada,f,y,y,12,JCU2021_123,268,Ranunculaceae,Ranunculus,Ranunculus repens,
3,china creek,6.7.2021,,Bombus vosnesenskii,f,n,y,13,NA,269,Fabaceae,Trifolium,Trifolium repens,
3,china creek,6.7.2021,,Bombus vosnesenskii,f,n,y,14,NA,270,Fabaceae,Trifolium,Trifolium repens,
3,china creek,6.7.2021,,Bombus mixtus,f,n,y,15,NA,271,Fabaceae,Trifolium,Trifolium repens,
3,china creek,6.7.2021,,Apis mellifera,f,n,y,16,NA,272,Fabaceae,Trifolium,Trifolium repens,
3,china creek,6.7.2021,,Apis mellifera,f,n,y,17,NA,273,Fabaceae,Trifolium,Trifolium repens,
3,china creek,6.7.2021,,Apis mellifera,f,n,y,18,NA,274,Fabaceae,Trifolium,Trifolium repens,
3,china creek,6.7.2021,,Bombus flavifrons,f,n,y,19,NA,275,Fabaceae,Trifolium,Trifolium pratense,
3,china creek,6.7.2021,,Bombus flavifrons,f,n,y,20,NA,276,Fabaceae,Trifolium,Trifolium pratense,
3,china creek,6.7.2021,,Bombus mixtus,f,n,y,21,NA,277,Fabaceae,Trifolium,Trifolium pratense,
3,china creek,6.7.2021,,Bombus vosnesenskii,f,n,y,22,NA,278,Papaveraceae,Eschscholzia,Eschscholzia californica,
3,china creek,6.7.2021,,Bombus vosnesenskii,f,n,y,23,NA,279,Ranunculaceae,Ranunculus,Ranunculus acris,
3,china creek,6.7.2021,,Bombus vosnesenskii,f,n,y,24,NA,280,Fabaceae,Lupinus,Lupinus polyphyllus,
3,china creek,6.7.2021,,Apis mellifera,f,n,y,25,NA,281,Fabaceae,Limnanthes,Limnanthes douglasii,
3,china creek,6.7.2021,,Apis mellifera,f,n,y,26,NA,282,Brassicaceae,Brassica,Brassica rapa,
3,china creek,6.7.2021,,Apis mellifera,NA,n,n,NA,NA,283,Fabaceae,Trifolium,Trifolium repens,"duplicate, not collected"
3,falaise,6.3.2021,,Andrena,f,y,y,1,JCU2021_124,284,Rosaceae,Physocarpus,Physocarpus capitatus,"tetracolporate, oblate"
3,falaise,6.3.2021,,Andrena,f,y,y,2,JCU2021_125,285,Rosaceae,Physocarpus,Physocarpus capitatus,"presumably Physocarpus, but could be another small Rosaceae"
3,falaise,6.3.2021,,Andrena,f,y,y,3,JCU2021_126,286,Rosaceae,Physocarpus,Physocarpus capitatus,
3,falaise,6.3.2021,Syrphidae,Syritta pipiens,f,y,y,4,JCU2021_127,287,Rosaceae,Physocarpus,Physocarpus capitatus,
3,falaise,6.3.2021,,Anthidium,f,y,y,5,JCU2021_128,288,Rosaceae,Physocarpus,Physocarpus capitatus,
3,falaise,6.3.2021,,Andrena,f,y,y,6,JCU2021_129,289,Rosaceae,Physocarpus,Physocarpus capitatus,
3,falaise,6.3.2021,,Andrena,f,y,y,7,JCU2021_130,290,Rosaceae,Physocarpus,Physocarpus capitatus,
3,falaise,6.3.2021,,Andrena,f,y,y,8,JCU2021_131,291,Rosaceae,Physocarpus,Physocarpus capitatus,
3,falaise,6.3.2021,,Nomada,f,y,y,9,JCU2021_132,292,Rosaceae,Physocarpus,Physocarpus capitatus,
3,falaise,6.3.2021,,Bombus mixtus,f,n,y,10,NA,293,Caprifoliaceae,Lonicera,Lonicera involucrata,
3,falaise,6.3.2021,,Bombus mixtus,f,n,y,11,NA,294,Caprifoliaceae,Lonicera,Lonicera involucrata,
3,falaise,6.3.2021,,Bombus mixtus,f,n,y,12,NA,295,Caprifoliaceae,Symphoricarpos,Symphoricarpos albus,
3,falaise,6.3.2021,,Bombus mixtus,f,n,y,13,NA,296,Caprifoliaceae,Symphoricarpos,Symphoricarpos albus,some snowberry pollen on the slide but didn't come up in count
3,falaise,6.3.2021,,Bombus mixtus,f,n,y,14,NA,297,Caprifoliaceae,Symphoricarpos,Symphoricarpos albus,
3,falaise,6.3.2021,,Apis mellifera,f,n,y,15,NA,298,Rosaceae,Rubus,Rubus armeniacus,could be mix of small Rosaceae pollen e.g. Physocarpus
3,falaise,6.3.2021,,Bombus mixtus,f,n,y,16,NA,299,Rosaceae,Rubus,Rubus armeniacus,could be mix of small Rosaceae pollen e.g. Physocarpus
3,falaise,6.3.2021,,Apis mellifera,f,n,y,17,NA,300,Fabaceae,Trifolium,Trifolium repens,
3,falaise,6.3.2021,,Bombus vosnesenskii,f,n,y,18,NA,301,Fabaceae,Trifolium,Trifolium repens,
3,gordon,6.8.2021,,Apis mellifera,f,n,y,1,NA,302,Fabaceae,Trifolium,Trifolium repens,
3,gordon,6.8.2021,,Apis mellifera,f,n,y,2,NA,303,Fabaceae,Trifolium,Trifolium repens,
3,gordon,6.8.2021,,Bombus vosnesenskii,f,n,y,3,NA,304,Fabaceae,Trifolium,Trifolium repens,
3,gordon,6.8.2021,,Halictus,f,y,y,4,JCU2021_133,305,Ranunculaceae,Ranunculus,Ranunculus repens,
3,kensington,6.8.2021,,Bombus melanopygus,f,n,y,1,NA,306,Fabaceae,Trifolium,Trifolium repens,
3,kensington,6.8.2021,,Lasioglossum,NA,y,y,2,JCU2021_134,307,Fabaceae,Trifolium,Trifolium repens,
3,kensington,6.8.2021,,Apis mellifera,f,n,y,3,NA,308,Fabaceae,Trifolium,Trifolium repens,
3,kensington,6.8.2021,,Bombus vosnesenskii,NA,n,y,4,NA,309,Fabaceae,Trifolium,Trifolium repens,
3,kensington,6.8.2021,,Apis mellifera,f,n,y,5,NA,310,Fabaceae,Trifolium,Trifolium repens,
3,kensington,6.8.2021,,Apis mellifera,NA,n,y,6,NA,311,Fabaceae,Trifolium,Trifolium repens,
3,kensington,6.8.2021,,Bombus impatiens,f,n,y,7,NA,312,Fabaceae,Trifolium,Trifolium repens,
3,kensington,6.8.2021,,Agapostemon,NA,y,y,8,JCU2021_135,313,Asteraceae,Bellis,Bellis perennis,
3,kensington,6.8.2021,,Lasioglossum,NA,y,y,9,JCU2021_136,314,Asteraceae,Bellis,Bellis perennis,
3,kensington,6.8.2021,Syrphidae,Platycheirus stegnus (morph),f,y,y,10,JCU2021_137,315,Ranunculaceae,Ranunculus,Ranunculus repens,
3,kensington,6.8.2021,,Apis mellifera,NA,n,n,NA,NA,316,Fabaceae,Trifolium,Trifolium repens,"duplicate, not collected"
3,killarney,6.7.2021,,Andrena,NA,y,y,1,JCU2021_138,317,Brassicaceae,Rorippa,Rorippa palustris,presumably Rorippa but could be a mix of mefium-large Brassica pollen
3,killarney,6.7.2021,Syrphidae,Eristalis arbustorum,m,y,y,2,JCU2021_139,318,Brassicaceae,Rorippa,Rorippa palustris,presumably Rorippa but could be a mix of mefium-large Brassica pollen
3,killarney,6.7.2021,,Andrena,NA,y,y,3,JCU2021_140,319,Brassicaceae,Rorippa,Rorippa palustris,presumably Rorippa but could be a mix of mefium-large Brassica pollen
3,killarney,6.7.2021,Syrphidae,Eristalis arbustorum,m,y,y,4,JCU2021_141,320,Brassicaceae,Rorippa,Rorippa palustris,
3,killarney,6.7.2021,Syrphidae,Eumerus sp. (morph 1),f,y,y,5,JCU2021_142,321,Brassicaceae,Rorippa,Rorippa palustris,
3,killarney,6.7.2021,Syrphidae,Eristalis tenax,m,y,y,6,JCU2021_143,322,Brassicaceae,Rorippa,Rorippa palustris,
3,killarney,6.7.2021,,Lasioglossum,NA,y,y,7,JCU2021_144,323,Brassicaceae,Rorippa,Rorippa palustris,
3,killarney,6.7.2021,Syrphidae,Eristalis tenax,m,y,y,8,JCU2021_145,324,Brassicaceae,Rorippa,Rorippa palustris,no pollen sample collected
3,killarney,6.7.2021,Syrphidae,Eristalis arbustorum,m,y,y,9,JCU2021_146,325,Brassicaceae,Rorippa,Rorippa palustris,
3,killarney,6.7.2021,Syrphidae,Eristalis arbustorum,m,y,y,10,JCU2021_147,326,Brassicaceae,Rorippa,Rorippa palustris,
3,killarney,6.7.2021,Syrphidae,Eumerus sp. (morph 1),f,y,y,11,JCU2021_148,327,Brassicaceae,Rorippa,Rorippa palustris,
3,killarney,6.7.2021,Syrphidae,Eristalis tenax,m,y,y,12,JCU2021_149,328,Brassicaceae,Rorippa,Rorippa palustris,
3,killarney,6.7.2021,Syrphidae,Eristalis arbustorum,m,y,y,13,JCU2021_150,329,Brassicaceae,Rorippa,Rorippa palustris,
3,killarney,6.7.2021,Syrphidae,Eristalis arbustorum,f,y,n,13.1,JCU2021_151,330,Brassicaceae,Rorippa,Rorippa palustris,no pollen slides for these?
3,killarney,6.7.2021,Syrphidae,Eristalis arbustorum,m,y,n,13.2,JCU2021_152,331,Brassicaceae,Rorippa,Rorippa palustris,no pollen slides for these?
3,killarney,6.7.2021,Syrphidae,Eristalis arbustorum,f,y,n,13.3,JCU2021_153,332,Brassicaceae,Rorippa,Rorippa palustris,no pollen slides for these?
3,killarney,6.7.2021,,Apis mellifera,f,n,y,14,NA,333,Fabaceae,Trifolium,Trifolium repens,
3,killarney,6.7.2021,,Bombus vosnesenskii,f,n,y,15,NA,334,Fabaceae,Trifolium,Trifolium repens,
3,killarney,6.7.2021,,Bombus sp.,,y,y,16,JCU2021_154,335,Fabaceae,Trifolium,Trifolium repens,
3,killarney,6.7.2021,,Bombus vosnesenskii,f,n,y,17,NA,336,Fabaceae,Trifolium,Trifolium repens,
3,killarney,6.7.2021,,Bombus melanopygus,f,n,y,18,NA,337,Fabaceae,Trifolium,Trifolium repens,
3,killarney,6.7.2021,,Apis mellifera,f,n,y,19,NA,338,Fabaceae,Trifolium,Trifolium repens,
3,killarney,6.7.2021,,Bombus mixtus,f,n,y,20,NA,339,Fabaceae,Trifolium,Trifolium repens,
3,killarney,6.7.2021,,Bombus mixtus,f,n,y,21,NA,340,Fabaceae,Trifolium,Trifolium repens,
3,killarney,6.7.2021,,Bombus vosnesenskii,f,n,y,22,NA,341,Fabaceae,Trifolium,Trifolium repens,
3,killarney,6.7.2021,Syrphidae,Meridon equestris,m,y,y,23,JCU2021_155,342,Ranunculaceae,Ranunculus,Ranunculus repens,
3,killarney,6.7.2021,Syrphidae,Meridon equestris,m,y,y,24,JCU2021_156,343,Ranunculaceae,Ranunculus,Ranunculus repens,
3,killarney,6.7.2021,,Lasioglossum,f,y,y,25,JCU2021_157,344,Ranunculaceae,Ranunculus,Ranunculus repens,
3,killarney,6.7.2021,,Andrena,f,y,n,26,JCU2021_158,345,,,,no pollen slide?
3,killarney,6.7.2021,Syrphidae,Platycheirus stegnus (morph),f,y,y,27,JCU2021_159,346,Asteraceae,Taraxacum,Taraxacum officinale,
3,killarney,6.7.2021,,Lasioglossum,f,y,y,28,JCU2021_160,347,Asteraceae,Taraxacum,Taraxacum officinale,
3,killarney,6.7.2021,Syrphidae,Meridon equestris,f,y,y,29,JCU2021_161,348,Asteraceae,Taraxacum,Taraxacum officinale,
3,killarney,6.7.2021,Syrphidae,Platycheirus stegnus (morph),f,y,y,30,JCU2021_162,349,Brassicaceae,Sisymbrium,Sisymbrium officinale,
3,killarney,6.7.2021,,Apis mellifera,NA,n,n,NA,NA,350,Fabaceae,Trifolium,Trifolium repens,"duplicate, not collected"
3,locarno,6.8.2021,,Bombus flavifrons,m,n,y,1,NA,351,Ericaceae,Rhododendron,Rhododendron macrophyllum,
3,locarno,6.8.2021,,Bombus flavifrons,m,n,y,2,NA,352,Ericaceae,Rhododendron,Rhododendron macrophyllum,
3,locarno,6.8.2021,,Bombus flavifrons,m,n,y,3,NA,353,Ericaceae,Rhododendron,Rhododendron macrophyllum,
3,locarno,6.8.2021,,Bombus flavifrons,f,n,y,4,NA,354,Ericaceae,Rhododendron,Rhododendron macrophyllum,
3,locarno,6.8.2021,,Bombus flavifrons,f,n,y,5,NA,355,Ericaceae,Rhododendron,Rhododendron macrophyllum,
3,locarno,6.8.2021,,Agapostemon,f,y,y,6,JCU2021_163,356,Asteraceae,Hypochaeris,Hypochaeris radicata,
3,locarno,6.8.2021,,Lasioglossum,f,y,y,7,JCU2021_164,357,Asteraceae,Hypochaeris,Hypochaeris radicata,
3,locarno,6.8.2021,,Agapostemon,f,y,y,8,JCU2021_165,358,Asteraceae,Hypochaeris,Hypochaeris radicata,
3,locarno,6.8.2021,,Hylaeus,f,y,y,9,JCU2021_166,359,Asteraceae,Hypochaeris,Hypochaeris radicata,
3,locarno,6.8.2021,,Agapostemon,f,y,y,10,JCU2021_167,360,Asteraceae,Hypochaeris,Hypochaeris radicata,
3,locarno,6.8.2021,,Lasioglossum,f,y,y,11,JCU2021_168,361,Asteraceae,Hypochaeris,Hypochaeris radicata,
3,locarno,6.8.2021,,Sphecodes,f,y,y,12,JCU2021_169,362,Asteraceae,Hypochaeris,Hypochaeris radicata,
3,south memorial,6.8.2021,,Lasioglossum,NA,y,,1,JCU2021_838,363,Papaveraceae,Eschscholzia,Eschscholzia californica,
3,south memorial,6.8.2021,,Lasioglossum,NA,y,,2,JCU2021_839,364,Papaveraceae,Eschscholzia,Eschscholzia californica,
3,south memorial,6.8.2021,,Bombus vosnesenskii,f,n,,3,,365,Papaveraceae,Eschscholzia,Eschscholzia californica,
3,south memorial,6.8.2021,,Agapostemon,NA,y,,4,JCU2021_840,366,Papaveraceae,Eschscholzia,Eschscholzia californica,
3,south memorial,6.8.2021,,Bombus vosnesenskii,f,n,,5,,367,Papaveraceae,Eschscholzia,Eschscholzia californica,
3,south memorial,6.8.2021,,Bombus vosnesenskii,f,n,,6,,368,Papaveraceae,Eschscholzia,Eschscholzia californica,
3,south memorial,6.8.2021,,Bombus impatiens,f,n,,7,,369,Fabaceae,Trifolium,Trifolium repens,
3,south memorial,6.8.2021,,Bombus mixtus,f,n,,8,,370,Fabaceae,Trifolium,Trifolium repens,
3,south memorial,6.8.2021,,Apis mellifera,f,n,,9,,371,Fabaceae,Trifolium,Trifolium repens,
3,south memorial,6.8.2021,,Bombus vosnesenskii,f,n,,10,,372,Fabaceae,Trifolium,Trifolium repens,
3,south memorial,6.8.2021,,Bombus mixtus,f,n,,11,,373,Fabaceae,Trifolium,Trifolium repens,
3,south memorial,6.8.2021,,Bombus vosnesenskii,f,n,,12,,374,Fabaceae,Trifolium,Trifolium repens,
3,south memorial,6.8.2021,,Apis mellifera,f,n,,13,,375,Fabaceae,Trifolium,Trifolium repens,
3,south memorial,6.8.2021,,Apis mellifera,NA,n,,14,,376,Fabaceae,Trifolium,Trifolium repens,
3,south memorial,6.8.2021,,Bombus vosnesenskii,f,n,,15,,377,Fabaceae,Trifolium,Trifolium repens,
3,south memorial,6.8.2021,,Agapostemon,NA,y,,16,JCU2021_819,378,Asteraceae,Achillea,Achillea millefolium,
3,south memorial,6.8.2021,Syrphidae,Eristalis tenax,f,y,,17,JCU2021_820,379,Asteraceae,Achillea,Achillea millefolium,
3,south memorial,6.8.2021,Syrphidae,Eristalis arbustorum,m,y,,18,JCU2021_821,380,Asteraceae,Achillea,Achillea millefolium,
3,south memorial,6.8.2021,,Agapostemon,NA,y,,19,JCU2021_834,381,Asteraceae,Taraxacum,Taraxacum officinale,
3,south memorial,6.8.2021,,Lasioglossum,NA,y,,20,JCU2021_835,382,Asteraceae,Taraxacum,Taraxacum officinale,
3,south memorial,6.8.2021,,Lasioglossum,NA,y,,21,JCU2021_815,383,Asteraceae,Centaurea,Centaurea cyanus,
3,south memorial,6.8.2021,,Bombus mixtus,m,n,,22,,384,Asteraceae,Centaurea,Centaurea cyanus,
3,south memorial,6.8.2021,,Bombus flavifrons,f,n,,23,,385,Fabaceae,Lupinus,Lupinus polyphyllus,
3,south memorial,6.8.2021,,Lasioglossum,NA,y,,24,JCU2021_822,386,Brassicaceae,Rorippa,Rorippa palustris,
3,south memorial,6.8.2021,,Bombus vosnesenskii,f,n,,25,,387,Fabaceae,Melilotus,Melilotus albus,
3,moberly,6.2.2021,,Lasioglossum,f,y,y,1,JCU2021_170,388,Asteraceae,Bellis,Bellis perennis,
3,moberly,6.2.2021,,Agapostemon,f,y,y,2,JCU2021_171,389,Asteraceae,Bellis,Bellis perennis,
3,moberly,6.2.2021,,Lasioglossum,NA,y,y,3,JCU2021_172,390,Asteraceae,Bellis,Bellis perennis,
3,moberly,6.2.2021,,Lasioglossum,f,y,y,4,JCU2021_173,391,Fabaceae,Trifolium,Trifolium repens,
3,moberly,6.2.2021,,Apis mellifera,NA,n,y,5,NA,392,Fabaceae,Trifolium,Trifolium repens,
3,moberly,6.2.2021,,Apis mellifera,NA,n,y,6,NA,393,Fabaceae,Trifolium,Trifolium repens,
3,moberly,6.2.2021,,Halictus rubicundus,f,n,y,7,NA,394,Fabaceae,Trifolium,Trifolium repens,
3,moberly,6.2.2021,,Apis mellifera,NA,n,y,8,NA,395,Fabaceae,Trifolium,Trifolium repens,
3,moberly,6.2.2021,,Bombus melanopygus,f,n,y,9,NA,396,Caprifoliaceae,Symphoricarpos,Symphoricarpos albus,
3,moberly,6.2.2021,,Bombus impatiens,f,n,y,10,NA,397,Caprifoliaceae,Symphoricarpos,Symphoricarpos albus,
3,moberly,6.2.2021,,Apis mellifera,NA,n,y,11,NA,398,Caprifoliaceae,Symphoricarpos,Symphoricarpos albus,
3,moberly,6.2.2021,,Apis mellifera,NA,n,y,12,NA,399,Caprifoliaceae,Symphoricarpos,Symphoricarpos albus,
3,moberly,6.2.2021,,Bombus mixtus,f,n,y,13,NA,400,Caprifoliaceae,Symphoricarpos,Symphoricarpos albus,
3,moberly,6.2.2021,,Apis mellifera,NA,n,n,NA,NA,401,Caprifoliaceae,Symphoricarpos,Symphoricarpos albus,"duplicate, not collected"
3,oak meadows,6.2.2021,,Halictus rubicundus,f,n,y,1,NA,402,Ranunculaceae,Ranunculus,Ranunculus repens,
3,oak meadows,6.2.2021,,Halictus rubicundus,f,n,y,2,NA,403,Ranunculaceae,Ranunculus,Ranunculus repens,
3,oak meadows,6.2.2021,,Bombus vosnesenskii,NA,n,y,3,NA,404,Fabaceae,Lupinus,Lupinus polyphyllus,
3,oak meadows,6.2.2021,,Bombus vosnesenskii,NA,n,y,4,NA,405,Fabaceae,Lupinus,Lupinus polyphyllus,
3,oak meadows,6.2.2021,,Bombus vosnesenskii,NA,n,n,NA,NA,406,Fabaceae,Lupinus,Lupinus polyphyllus,"duplicate, not collected"
3,prince of wales,6.3.2021,,Osmia,NA,y,y,1,JCU2021_174,407,Fabaceae,Trifolium,Trifolium pratense,
3,prince of wales,6.3.2021,,Apis mellifera,NA,n,y,2,NA,408,Fabaceae,Trifolium,Trifolium repens,
3,prince of wales,6.3.2021,,Apis mellifera,NA,n,y,3,NA,409,Fabaceae,Trifolium,Trifolium repens,
3,prince of wales,6.3.2021,,Halictus rubicundus,f,n,y,4,NA,410,Fabaceae,Trifolium,Trifolium repens,
3,prince of wales,6.3.2021,,Osmia,NA,y,y,5,JCU2021_175,411,Fabaceae,Trifolium,Trifolium repens,
3,prince of wales,6.3.2021,,Osmia,NA,y,y,6,JCU2021_176,412,Fabaceae,Trifolium,Trifolium repens,
3,prince of wales,6.3.2021,,Apis mellifera,NA,n,y,7,NA,413,Fabaceae,Trifolium,Trifolium repens,
3,prince of wales,6.3.2021,,Lasioglossum,NA,y,y,8,JCU2021_177,414,Fabaceae,Trifolium,Trifolium repens,
3,prince of wales,6.3.2021,,Osmia,NA,y,y,9,JCU2021_178,415,Fabaceae,Trifolium,Trifolium repens,
3,prince of wales,6.3.2021,,Osmia,NA,y,y,10,JCU2021_179,416,Fabaceae,Trifolium,Trifolium repens,
3,prince of wales,6.3.2021,,Halictus rubicundus,f,n,y,11,NA,417,Ranunculaceae,Ranunculus,Ranunculus repens,
3,prince of wales,6.3.2021,,Lasioglossum,NA,y,y,12,JCU2021_180,418,Ranunculaceae,Ranunculus,Ranunculus repens,
3,prince of wales,6.3.2021,,Lasioglossum,NA,y,y,13,JCU2021_181,419,Ranunculaceae,Ranunculus,Ranunculus repens,
3,prince of wales,6.3.2021,,Lasioglossum,NA,y,y,14,JCU2021_182,420,Asteraceae,Bellis,Bellis perennis,
3,prince of wales,6.3.2021,,Lasioglossum,NA,y,y,15,JCU2021_183,421,Asteraceae,Bellis,Bellis perennis,
3,prince of wales,6.3.2021,,Lasioglossum,NA,y,y,16,JCU2021_184,422,Caryophyllaceae,Cerastium,Cerastium glomeratum,
3,prince of wales,6.3.2021,,Lasioglossum,NA,y,y,17,JCU2021_185,423,Caryophyllaceae,Cerastium,Cerastium glomeratum,
